,locus,annotation_name1,nfxB_P,nfxB_Q,nfxB_Difference,Welch's T-test Test statistic delta_nfxB_wt,change
2325,PA4021,regulator of ethanolamine catabolism,0.281039439,0.258943361,-0.601333618,-1.237065053,NOT
2429,PA4224,pyochelin biosynthetic protein PchG,0.212125963,0.187528807,-0.601028442,-1.397793114,NOT
1937,PA3446,conserved hypothetical protein,0.028794564,0.02408,-0.599781513,-2.915919316,NOT
2964,PA4972,hypothetical protein,8.39E-05,0.00227027,-0.598434925,-10.33445145,NOT
77,PA0114,SenC,0.001846687,0.004528302,-0.5984025,-5.306231986,NOT
39,PA0057,hypothetical protein,0.008329426,0.009412804,-0.595208645,-5.402914969,NOT
3074,PA5123,hypothetical protein,0.001603341,0.004209424,-0.593589306,-6.469712724,NOT
2386,PA4133,cytochrome c oxidase subunit (cbb3-type),0.041658081,0.033960946,-0.593251228,-2.989120953,NOT
2047,PA3638,conserved hypothetical protein,0.344906556,0.326815778,-0.59150219,-1.117356336,NOT
1508,PA2787,carboxypeptidase G2 precursor,0.089796575,0.072815138,-0.590672493,-2.208812278,NOT
1088,PA1871,LasA protease precursor,0.140934919,0.11984271,-0.590422153,-1.856285494,NOT
2270,PA3934,conserved hypothetical protein,0.129283025,0.109141782,-0.589388847,-1.78110332,NOT
1319,PA2396,pyoverdine synthetase F,0.032102939,0.026780546,-0.588553429,-2.882342815,NOT
2018,PA3601,RpmE2,0.017772248,0.015669267,-0.588318348,-3.523649253,NOT
597,PA1026,hypothetical protein,0.006282931,0.007396419,-0.587037086,-5.405319644,NOT
196,PA0345,hypothetical protein,0.000268197,0.001292308,-0.585237503,-11.07058381,NOT
1802,PA3211,probable permease of ABC transporter,0.009981094,0.010112903,-0.585217953,-3.839805732,NOT
673,PA1130,rhamnosyltransferase 2,0.289804937,0.268073394,-0.584643841,-1.23548183,NOT
1380,PA2562,hypothetical protein,0.002727515,0.005035294,-0.582853794,-5.548740898,NOT
3053,PA5096,probable binding protein component of ABC transporter,0.027766059,0.023740458,-0.582583904,-3.38441424,NOT
1030,PA1781,assimilatory nitrite reductase large subunit,0.36388549,0.345419574,-0.581921101,-1.047866103,NOT
2926,PA4924,conserved hypothetical protein,0.002390971,0.004705882,-0.58145237,-5.129898931,NOT
3240,PA5356,transcriptional regulator GlcC,0.028750718,0.024140351,-0.58014679,-2.949060133,NOT
574,PA0976,conserved hypothetical protein,0.344490265,0.326493709,-0.580096722,-1.099141822,NOT
967,PA1667,HsiJ2,0.395615499,0.379026848,-0.578984261,-0.986882175,NOT
2492,PA4307,chemotactic transducer PctC,7.05E-05,0.002470588,-0.577785015,-11.40949933,NOT
171,PA0305,acylhomoserine lactone acylase B,0.044510605,0.035928358,-0.577215195,-3.247700821,NOT
281,PA0475,probable transcriptional regulator,2.99E-05,0,-0.57455492,-11.60070059,NOT
3326,PA5498,ZnuA,0.007942572,0.009140271,-0.572738171,-5.779212094,NOT
2729,PA4619,probable c-type cytochrome,0.004052599,0.006176101,-0.570271492,-6.525962534,NOT
1948,PA3461,conserved hypothetical protein,0.000916762,0.003235294,-0.568595886,-12.02641195,NOT
615,PA1050,conserved hypothetical protein,0.596110065,0.595733431,-0.564585686,-0.566776371,NOT
2666,PA4528,type 4 prepilin peptidase PilD,0.001686113,0.004,-0.56268549,-6.287717259,NOT
1112,PA1944,hypothetical protein,0.464135179,0.453198902,-0.562474728,-0.835061597,NOT
2790,PA4708,Heme-transport protein,0.025738534,0.02250596,-0.559761047,-3.562731708,NOT
3331,PA5505,probable TonB-dependent receptor,0.001906201,0.004706977,-0.558438301,-8.227732429,NOT
23,PA0027,hypothetical protein,0.000716366,0.002590164,-0.557187557,-7.995694644,NOT
2730,PA4620,hypothetical protein,0.004243917,0.006164134,-0.556395054,-5.46591903,NOT
2532,PA4366,superoxide dismutase,0.011071335,0.011001934,-0.556041241,-5.472582445,NOT
620,PA1063,hypothetical protein,0.009641076,0.00973306,-0.554636002,-3.991196792,NOT
272,PA0461,conserved hypothetical protein,0.003723208,0.005811075,-0.553215981,-4.882033623,NOT
1676,PA3036,hypothetical protein,0.005953567,0.007197889,-0.552195549,-4.485597236,NOT
1692,PA3066,hypothetical protein,0.258500698,0.234782857,-0.55213356,-1.248163158,NOT
1118,PA1957,hypothetical protein,0.078841501,0.064852713,-0.55092144,-2.504154067,NOT
573,PA0975,probable radical activating enzyme,0.157730201,0.133506315,-0.548550606,-1.85687377,NOT
1176,PA2082,KynR,0.288615597,0.267514259,-0.545259953,-1.258652082,NOT
1307,PA2371,ClpV3,0.006445824,0.007378446,-0.544979572,-4.087715641,NOT
2103,PA3705,hypothetical protein,0.002881981,0.004900763,-0.542432308,-6.910493495,NOT
1236,PA2190,conserved hypothetical protein,0.018239584,0.016341085,-0.542429447,-3.333006478,NOT
676,PA1137,probable oxidoreductase,0.022088578,0.018564972,-0.539865971,-3.202653319,NOT
125,PA0195,putative NAD(P) transhydrogenase,0.000673226,0.002175439,-0.538850307,-13.65960295,NOT
174,PA0309,hypothetical protein,0.004165716,0.006080495,-0.538447857,-4.789020151,NOT
1181,PA2108,probable decarboxylase,0.002677257,0.004888889,-0.535421848,-7.077557005,NOT
1471,PA2721,hypothetical protein,0.004437265,0.006190476,-0.535157681,-5.327490765,NOT
1754,PA3145,glycosyltransferase WbpL,0.690638119,0.690636934,-0.534932137,-0.429906687,NOT
1017,PA1760,probable transcriptional regulator,0.003418245,0.005591696,-0.534906864,-5.376109306,NOT
1280,PA2299,probable transcriptional regulator,0.066014066,0.052384424,-0.532627106,-2.273481981,NOT
444,PA0766,serine protease MucD precursor,0.000208793,0.001555556,-0.530986786,-10.35780878,NOT
2856,PA4786,probable short-chain dehydrogenase,0.000491597,0.002157303,-0.530477047,-7.581310494,NOT
2423,PA4206,probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor,0.062013776,0.049141886,-0.529642582,-2.423036464,NOT
1687,PA3053,probable hydrolytic enzyme,5.08E-05,0,-0.529450417,-10.29327489,NOT
1806,PA3217,CyaB,0.010705551,0.010834646,-0.529162884,-3.849918716,NOT
3256,PA5378,CbcX,0.000313675,0.002742857,-0.526715755,-7.685898721,NOT
2908,PA4879,conserved hypothetical protein,0.001665247,0.004081218,-0.524514198,-5.712096229,NOT
139,PA0233,probable transcriptional regulator,0.04143937,0.033809917,-0.522807598,-2.881263623,NOT
138,PA0232,gamma-carboxymuconolactone decarboxylase,0.014114011,0.013542169,-0.522669792,-3.643080331,NOT
1527,PA2815,probable acyl-CoA dehydrogenase,0.010321243,0.010454183,-0.522587299,-4.76299579,NOT
3352,PA5550,GlmR transcriptional regulator,0.010490172,0.010616302,-0.52006197,-3.81071256,NOT
1467,PA2717,chloroperoxidase precursor,0.004736405,0.006441261,-0.518920422,-5.358291112,NOT
1309,PA2379,probable oxidoreductase,0.025550819,0.02249668,-0.517475128,-3.333016447,NOT
1593,PA2918,probable short-chain dehydrogenase,0.03266367,0.027152225,-0.51700449,-2.899921297,NOT
658,PA1111,hypothetical protein,0.134646809,0.113774213,-0.515740395,-1.993848504,NOT
2751,PA4657,hypothetical protein,0.182724978,0.157266919,-0.515052795,-1.573809446,NOT
1330,PA2423,hypothetical protein,0.180846806,0.15497118,-0.513842106,-1.62016332,NOT
1569,PA2883,hypothetical protein,0.032449111,0.026853114,-0.513027191,-3.20637293,NOT
42,PA0062,hypothetical protein,0.009679521,0.009653768,-0.513022423,-4.762821679,NOT
217,PA0377,hypothetical protein,0.037995766,0.030900107,-0.511769772,-3.447560598,NOT
769,PA1308,hypothetical protein,0.004382952,0.00609009,-0.511409283,-4.88408691,NOT
1820,PA3241,hypothetical protein,0.355813811,0.337075011,-0.511259079,-1.002458044,NOT
2240,PA3889,OpuC ABC transporter,0.000318141,0.002704225,-0.508493423,-7.45477545,NOT
1444,PA2659,hypothetical protein,0.002635926,0.004987854,-0.507601261,-5.028654278,NOT
622,PA1065,conserved hypothetical protein,0.07234002,0.058152623,-0.503992081,-2.423387198,NOT
1675,PA3035,probable glutathione S-transferase,0.011394824,0.011420952,-0.503888607,-4.982999635,NOT
738,PA1248,Alkaline protease secretion outer membrane protein AprF precursor,0.603283876,0.604005844,-0.503630638,-0.548500681,NOT
794,PA1358,hypothetical protein,2.41E-05,0,-0.503062725,-12.93210862,NOT
2166,PA3789,hypothetical protein,0.249644643,0.225590734,-0.503006935,-1.40873786,NOT
730,PA1228,hypothetical protein,0.24671157,0.222422535,-0.502377987,-1.30544168,NOT
595,PA1021,probable enoyl-CoA hydratase/isomerase,0.105652022,0.086816022,-0.500226498,-1.935676246,NOT
1470,PA2720,hypothetical protein,0.51853415,0.510711246,-0.500172138,-0.685711509,NOT
2407,PA4181,hypothetical protein,0.005982641,0.007160105,-0.497094154,-4.562121511,NOT
1004,PA1745,hypothetical protein,0.001262207,0.00447619,-0.494638443,-6.10087608,NOT
3342,PA5524,probable short-chain dehydrogenase,0.000978255,0.003460993,-0.494538307,-7.594280873,NOT
117,PA0176,aerotaxis transducer Aer2,0.011802876,0.01211194,-0.493933201,-4.07002078,NOT
2557,PA4398,two-component sensor,0.005332199,0.006746594,-0.493258953,-4.278578926,NOT
291,PA0495,hypothetical protein,0.044907781,0.036681188,-0.491219521,-2.836988272,NOT
325,PA0542,conserved hypothetical protein,0.016961032,0.015345104,-0.490488529,-3.626110231,NOT
1719,PA3102,general secretion pathway protein F,0.021556972,0.018346209,-0.490420818,-3.122533474,NOT
3192,PA5291,BetT2,0.004201165,0.006043077,-0.490170002,-7.106595323,NOT
815,PA1408,hypothetical protein,0.000512849,0.002086957,-0.489571571,-7.718214416,NOT
1614,PA2960,type 4 fimbrial biogenesis protein PilZ,0.004050979,0.006195584,-0.488209248,-4.685001553,NOT
3322,PA5494,hypothetical protein,0.155022203,0.131379988,-0.484203339,-1.626521026,NOT
958,PA1649,probable short-chain dehydrogenase,0.001666621,0.004060606,-0.484020233,-7.102402508,NOT
543,PA0941,hypothetical protein,0.020141673,0.017169867,-0.482705593,-3.141516935,NOT
606,PA1039,conserved hypothetical protein,0.004738232,0.006422857,-0.480247974,-5.129180035,NOT
1463,PA2708,hypothetical protein,0.033563316,0.027481056,-0.480173111,-3.715733266,NOT
1107,PA1933,probable hydroxylase large subunit,0.009779245,0.010020202,-0.479446888,-4.387666149,NOT
2487,PA4292,phosphate transporter,0.050889596,0.040981273,-0.477606773,-2.641655695,NOT
1858,PA3305,hypothetical protein,0.036452566,0.029872807,-0.477542877,-2.869389355,NOT
499,PA0863,probable oxidoreductase,0.017052798,0.015438596,-0.477382183,-3.803431329,NOT
496,PA0859,hypothetical protein,0.070556033,0.055938858,-0.476100922,-2.394043666,NOT
1726,PA3110,hypothetical protein,0.000701743,0.002633333,-0.474372387,-7.085460607,NOT
3151,PA5227,conserved hypothetical protein,0.004612378,0.006416422,-0.473565102,-4.402261745,NOT
2678,PA4551,type 4 fimbrial biogenesis protein PilV,0.001380728,0.00462069,-0.472828865,-7.274723804,NOT
3057,PA5104,conserved hypothetical protein,0.005169612,0.006479339,-0.47222662,-5.661517628,NOT
545,PA0943,hypothetical protein,0.01869065,0.016542683,-0.469978809,-4.338042672,NOT
3314,PA5484,KinB,0.171527974,0.146725055,-0.4692173,-1.634228503,NOT
1956,PA3478,rhamnosyltransferase chain B,0.244259284,0.221481409,-0.468416691,-1.395777258,NOT
2791,PA4709,PhuS,0.059329497,0.047237095,-0.468206406,-2.908718721,NOT
1217,PA2162,probable glycosyl hydrolase,0.059422733,0.047284468,-0.466878414,-2.910704348,NOT
1762,PA3156,UDP-2-acetamido-3-amino-2,0.035678706,0.029022222,-0.465910435,-2.89841616,NOT
1603,PA2949,esterase,0.033182002,0.027319444,-0.465837002,-2.873894805,NOT
602,PA1033,probable glutathione S-transferase,0.016009487,0.014541254,-0.465730667,-4.45116531,NOT
1895,PA3354,hypothetical protein,0.008528826,0.00947046,-0.465013027,-4.028076391,NOT
1186,PA2113,pyroglutamate porin OpdO,0.528334115,0.522090049,-0.463371754,-0.682831124,NOT
882,PA1530,hypothetical protein,0.38601368,0.368073272,-0.461718559,-0.973379809,NOT
3087,PA5139,hypothetical protein,0.001039671,0.003319728,-0.461446285,-6.260318837,NOT
813,PA1403,probable transcriptional regulator,0.021142058,0.018256854,-0.460968971,-3.165830226,NOT
2333,PA4035,hypothetical protein,0.006408402,0.007472081,-0.460508347,-4.123131666,NOT
3311,PA5479,proton-glutamate symporter,0.10248788,0.084200825,-0.456456184,-2.254726365,NOT
932,PA1605,hypothetical protein,0.002898027,0.004882129,-0.45516634,-7.476215916,NOT
3122,PA5188,probable 3-hydroxyacyl-CoA dehydrogenase,0.038764971,0.03155603,-0.455062389,-3.426433177,NOT
115,PA0173,probable methylesterase,0.008910735,0.009571125,-0.455001354,-3.998133931,NOT
2106,PA3708,probable chemotaxis transducer,0.001551949,0.004322581,-0.454362869,-6.421821931,NOT
1835,PA3260,probable transcriptional regulator,0.000158721,0.001787234,-0.453324795,-8.405836023,NOT
443,PA0764,negative regulator for alginate biosynthesis MucB,0.00337418,0.005630662,-0.452398777,-6.85550296,NOT
2979,PA5002,de-N-acetylase involved in persistence,0.005491635,0.00683558,-0.451905727,-6.667795523,NOT
863,PA1493,sulfate-binding protein of ABC transporter,0.04437076,0.035984032,-0.451408863,-3.280798843,NOT
81,PA0120,probable transcriptional regulator,0.002522956,0.004628099,-0.4506073,-5.059054011,NOT
3349,PA5545,putative glutamate/glutamine-binding protein,0.129018635,0.108895035,-0.450536251,-1.773861767,NOT
1210,PA2153,1,0.000222017,0.001473684,-0.450016022,-8.660331719,NOT
3257,PA5381,hypothetical protein,0.018381182,0.01631433,-0.448439598,-3.221389174,NOT
787,PA1341,AatQ,0.097256707,0.079488764,-0.444242954,-2.056537363,NOT
1799,PA3205,hypothetical protein,0.079936229,0.06546379,-0.443849087,-2.317448115,NOT
1002,PA1741,hypothetical protein,0.000585433,0.001811321,-0.443572998,-7.847383374,NOT
2132,PA3739,probable sodium/hydrogen antiporter,0.015909714,0.01455574,-0.443128109,-3.908089342,NOT
1521,PA2805,hypothetical protein,0.012304547,0.012897059,-0.441785336,-4.211048098,NOT
1862,PA3310,conserved hypothetical protein,0.000863264,0.002953846,-0.441669941,-6.144795855,NOT
1865,PA3313,putative periplasmic organophosphorous compound-binding protein,0.013745778,0.013317073,-0.44122982,-4.209617925,NOT
764,PA1299,conserved hypothetical protein,0.046056283,0.037338552,-0.44058466,-2.961827885,NOT
2368,PA4111,hypothetical protein,0.012623372,0.012943739,-0.440444469,-3.547000616,NOT
251,PA0423,PasP,0.037308541,0.030329718,-0.439462662,-2.664450253,NOT
1765,PA3160,O-antigen chain length regulator,4.81E-06,0,-0.438219547,-15.40572404,NOT
707,PA1183,C4-dicarboxylate transport protein,0.215980141,0.191846547,-0.436600685,-1.390060725,NOT
96,PA0143,purine nucleosidase Nuh,0.005178293,0.006461538,-0.436090946,-5.234290926,NOT
168,PA0300,polyamine transport protein,0.014355753,0.013492334,-0.435956955,-4.45455203,NOT
1740,PA3125,putative transferase,0.055185398,0.044148148,-0.435493469,-2.55245675,NOT
1170,PA2071,elongation factor G,0.000377822,0.0024,-0.435478687,-7.152666837,NOT
1099,PA1894,hypothetical protein,0.068899543,0.054857143,-0.434103489,-2.748246531,NOT
2301,PA3986,hypothetical protein,0.132462195,0.111781638,-0.432563782,-1.750235534,NOT
685,PA1151,pyocin S2 immunity protein,0.023169941,0.020233983,-0.432517052,-3.110649413,NOT
1279,PA2290,glucose dehydrogenase,0.034907973,0.028382022,-0.431357384,-3.600980477,NOT
871,PA1516,hypothetical protein,0.003666963,0.005907285,-0.431328297,-7.605908177,NOT
1462,PA2707,hypothetical protein,0.000501411,0.002133333,-0.43027544,-10.69964758,NOT
493,PA0856,hypothetical protein,0.000402545,0.00237037,-0.430159092,-7.398250496,NOT
1703,PA3080,hypothetical protein,0.092457423,0.074827586,-0.429399014,-1.999761936,NOT
599,PA1029,hypothetical protein,0.048037375,0.038853308,-0.429121971,-3.094124103,NOT
891,PA1549,CopA2,0.02370556,0.021072902,-0.427575111,-4.100800843,NOT
135,PA0228,beta-ketoadipyl CoA thiolase PcaF,0.467755985,0.457383953,-0.42699337,-0.816311382,NOT
2076,PA3673,glycerol-3-phosphate acyltransferase,0.004695536,0.006534884,-0.426838398,-4.460914497,NOT
2322,PA4017,thioesterase,0.003790099,0.005993528,-0.426568508,-5.271561047,NOT
674,PA1135,conserved hypothetical protein,0.019477229,0.017142857,-0.425728798,-3.926945891,NOT
1352,PA2522,outer membrane protein precursor CzcC,0.329633993,0.309393594,-0.425214291,-1.121017104,NOT
1310,PA2381,hypothetical protein,0.019730207,0.017098507,-0.42360878,-3.450671465,NOT
1028,PA1776,ECF sigma factor SigX,0.01832011,0.016290572,-0.422007084,-3.881100769,NOT
492,PA0854,fumarate hydratase,7.36E-05,0.0024,-0.421447277,-14.48901989,NOT
3165,PA5245,conserved hypothetical protein,0.002658284,0.004947791,-0.420120239,-5.465153969,NOT
996,PA1731,conserved hypothetical protein,0.539171367,0.533861341,-0.419635296,-0.690969356,NOT
978,PA1680,hypothetical protein,0.003455948,0.005534247,-0.419549465,-7.44893282,NOT
1212,PA2157,hypothetical protein,0.16171576,0.137633579,-0.416255474,-1.596223367,NOT
1678,PA3040,conserved hypothetical protein,0.046953515,0.037852713,-0.414029121,-2.506444209,NOT
2100,PA3702,WspR,0.032052107,0.026812352,-0.413984299,-3.052831374,NOT
1247,PA2220,probable transcriptional regulator,0.586435732,0.584224917,-0.41394043,-0.574989096,NOT
3213,PA5318,hypothetical protein,0.610394781,0.612244631,-0.41374588,-0.539453054,NOT
2269,PA3933,BetT3,0.077674113,0.064186916,-0.41366291,-2.21575659,NOT
763,PA1298,conserved hypothetical protein,0.021086655,0.018336232,-0.413123608,-3.848029462,NOT
305,PA0513,NirG,0.006459975,0.00736,-0.412321568,-4.110588513,NOT
488,PA0849,thioredoxin reductase 2,0.045037665,0.036798419,-0.412050724,-2.541986767,NOT
295,PA0502,probable biotin biosynthesis protein bioH,0.008128819,0.009276786,-0.411432266,-3.972048171,NOT
3343,PA5525,probable transcriptional regulator,0.706015903,0.706937673,-0.410830021,-0.395997458,NOT
776,PA1324,hypothetical protein,0.002000559,0.004558559,-0.410037994,-6.027042316,NOT
2305,PA3992,SltB3,6.47E-06,0,-0.409929276,-19.22773738,NOT
954,PA1644,conserved hypothetical protein,0.329304375,0.308907814,-0.408956528,-1.061935639,NOT
2644,PA4499,Pseudomonas dipeptide regulator,0.061060134,0.048302405,-0.406863689,-2.502474364,NOT
1448,PA2666,probable 6-pyruvoyl tetrahydrobiopterin synthase,0.443737144,0.429650794,-0.406836033,-0.844339009,NOT
1921,PA3418,leucine dehydrogenase,0.000842678,0.00246875,-0.405771732,-7.697947108,NOT
910,PA1575,hypothetical protein,0.215635525,0.191678443,-0.405527115,-1.495718474,NOT
103,PA0157,Resistance-Nodulation-Cell Division (RND) triclosan efflux membrane fusion protein,0.000488828,0.002181818,-0.403984547,-6.839620036,NOT
869,PA1513,hypothetical protein,0.147765714,0.124591981,-0.403774738,-1.901501189,NOT
2080,PA3678,MexL,0.017032396,0.015416667,-0.403380394,-4.764321756,NOT
1102,PA1921,hypothetical protein,0.025808099,0.022645586,-0.402146816,-2.944827797,NOT
2705,PA4588,glutamate dehydrogenase,0.043544954,0.035277108,-0.402011871,-2.963768646,NOT
262,PA0446,conserved hypothetical protein,0.021436465,0.018324247,-0.401951313,-4.324514774,NOT
